Project Name,Location,Long,Lat,Title,Start Date,Completion Date,Partner,Client,Project Description,Value,Status,Photo1,Photo2,Project Sheet (Attachment)
Thu Duc Planning Platform,Thu Duc City,106.7074485,10.8203192,Thu Duc Planning Platform,Nov 2022,Apr 2023,,Thu Duc City,,,Completed,,,
